post_title,post_url,comment,author,comment_score
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,As a former Surface Book 2 user I really hope this update includes good antireflective coating or even a laminated display. The Surface devices are great but the display while beautiful on its own is just too damn reflective. Ultimately abandoned the device because of the reflectivity.,halotrope,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"I got a Magic Keyboard for my iPad Pro 2018 and sent it back, now I'm thinking about selling the iPad to buy a Surface Go 2: kickstand included, WSL 2 when needed, keyboard with a function row. My only worry is that the experience in tablet mode is gonna be subpar.",ArmandGrillet,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"I got to play with the 50"" Surface Hub and it blew my mind. Even if a bit laggy and not altogether precise with gestures. 4K video, pressure sensitive drawing, handwriting recognition and indexing. Going back to a 15"" screen felt strange afterwards. Very ""Minority Report"". I believe there is a large format 85"" Surface due shortly ;)",ArtWomb,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,They featured WSL in the Surface Book video! And terminal is in the dock!,tdhttt,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"Those earbuds look like they'd fit worse than Apple's. I wonder if I have funny shaped ears, but nothing fits right. Those Pixel Buds look like things that would fit with the way they have those hooks or whatever they're called. It must be really hard to design these things to fit a wide range of ears.",blakesterz,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,">> Our active noise cancellation is adjustable through intuitive on-ear dials My only real complaint about my Sony noise-cancelling headphones are the stupid touch controls, why would Microsoft copy those?",bluedino,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"I was really hoping that Microsoft would tweak the design of Surface Book 3 and change the hinge, this spec bump is a little underwhelming after all this wait",harrygeez,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"The Surface Book 3 may give the XPS 7390 a run for the money for the high end enterprise users. My initial concerns will be heat, weight and build quality. XPS metal body feels great and is durable. I wonder how this will compare.",deathhand,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"Isn't it better to go with a 7nm AMD Ryzen 4000 based laptop nowdays? For example a Ryzen 5 4500U is also Quad-core with 8 hyperthreads, but has a 2.3GHz base clock.",xiphias2,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"I wish we had device convergence without fancy tricks like Android&#x2F;Windows link or iOS&#x2F;Mac Handoff. I'd love to be working on a document on my phone, put it in laptop mode to write in a more desktop-like environment for multitasking or putting PDFs side by side, and then docking at home for a full desktop experience. So far, it seems like Samsung DeX (is the X capitalized?) is the closest for me, but with them killing Linux on DeX, it seems like it won't come to pass. Or maybe I just n",epmaybe,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"""People tell us that putting on headphones is today’s equivalent of shutting the office door to focus and connect in any setting"" 1. What's an office
2. What's an office door",awinder,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"Microsoft has been trying to make pen input ""a thing"" since at least 2000 when they started selling ""tablet PCs"", and as a result their pen input has become really excellent over the years. The segmentation of the Surface brand is confusing as hell and I'm still not sure which is which despite being invested in it.",juped,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"I am really disappointed that the Surface Books do not have a stronger GPU. After waiting two years for an update, I was hoping to see strong GPUs that would make this a swiss army knife laptop - something that is portable, has great battery life, but can also be used for gaming or machine learning work. Unfortunately it appears that Microsoft will not sell the Quadro version of this laptop to individuals and only make it available through their commercial channels (<a href=""https:&#x2F;&#x2F;ww",throwawaysea,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,Those Earbuds look like a piercing plug &#x2F; flesh tunnel. Hard to imagine they will sell well.,Eduard,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"The perfect device for me : the Surface Pro X's hybrid tablet format, with no chip inside, as your smpartphone is the chip, that lets you use Android (for everyday tasks and some pro tasks) or a full GNU&#x2F;Linux. A poor version of this, but already worth using : Samsung Dex with a portable monitor, with UserLand or Andronix. Portable monitors are way behind the Surface Pro X (e.g. for pencil management), Samsung doesn't invest enough money on Dex and UserLand &#x2F; Andronix lack some feature",maelito,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"Would the Go 2 run Linux OK? I had a Surface Pro 3 for a while and though I got Linux running on it, I never managed all the tablety stuff working properly. Rotation, Pen + Touch input (at the same time without randomly cutting out!!), auto keyboard popup on input fields with no keyboard connecting, the keyboard actually working after being removed and reconnected, etc etc... It was a great machine but Linux lacked support for this type of support in many ways. I wonder if this has improved as t",GekkePrutser,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,"Still no TB3 -- <a href=""https:&#x2F;&#x2F;twitter.com&#x2F;h0x0d&#x2F;status&#x2F;1253917701719769088"" rel=""nofollow"">https:&#x2F;&#x2F;twitter.com&#x2F;h0x0d&#x2F;status&#x2F;1253917701719769088</a> -- but I am surprised Microsoft is admitted defeat and is unable to come up with secure a secure DMA implementation. There have to be enough kernel and firmware developers there to do it, right? Or has that org wasted away...",nimish,0
"Surface Go 2, Surface Book 3, Surface Headphones 2 and Surface Earbuds",https://news.ycombinator.com/item?id=23090601,The base Surface Go 2 seems like an attractive option for those looking to do a bit of real computing alongside iPad-esque media consumption.,avnfish,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"It smelled fishy right from the start. It is obvious that energy to weight ratio is one of the most important characteristic of power banks. Reputable manufacturers will optimize for this, and if they are particularly good at it, they can ask for a premium. If a generic powerbank beats the big names, sells for cheaper and is associated with a brand that has no reason to be associated with powerbanks, then it is very likely that the weight savings come from omitting something important rather tha",GuB-42,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"I stick to Anker for cables, batteries and chargers. I'm sure they've had their own issues but everything I've bought feels well made. The only one I've had an issue with was a USB-C to everything else adaptor which weirdly stopped working after a week or two. I was surprised to find that their support was based in the UK (Cardiff if memory serves) and very efficiently processed a return and replacement. I've watched Big Clive's videos for too long to trust no-name Chinese things with anything i",VBprogrammer,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,The more interesting thing is that they were actually pulled. Did the manufacturer send a recall notice? (And if so why didn't they send a statement). I can't imagine Amazon themselves taking any action since they allow other junk to stay up,krackers,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"Why these batteries got all the attention - <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=45322135"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=45322135</a>",curiousObject,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"FWIW, the Haribo charger seems to be rather well made: <a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=xT_t5nvFcoY"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=xT_t5nvFcoY</a> (26:50, by ZeroBrain, a German YouTuber that disassembles electronic devices)",raphman,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"Well.. it was probably too good to be true.  I'm a hiker - and was in on that first wave of purchasers.  For $24, the 2000mAh battery was pretty light for what it is - 10.16oz. (more capacity for what I usually need) In comparison, I think my nitecore NB10000 is around 5.98oz for around $50, which is one of the better ones out there.  On the cheaper side, the INIU 1000mAh is around 5.96oz for about $26 which does OK.  I see amazon already pulled the page to order the haribo battery pack. I also ",heelix,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"I'd be interested to know if a headphone battery can suffer thermal runaway. If the surface area to volume ratio is high enough, however badly it is made doesn't matter - it's not gonna catch fire anyway. If that's the case, there is no safety issue with the headphones - a 0.5mm safety margin either end of a battery which is only 6mm long is insane anyway - and I don't fault the engineers for looking for other ways to get equivalent safety without compromising in capacity.",londons_explore,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,Batteries that undercut the market price have serious flaws... who would have thought!,giantg2,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"FWIW, I have one of the Haribo products, the 65W 3-port GaN charger. No battery to fail. I’ve run the charger standard enumeration test with a ct-3 and it supports everything except for VOOC. I’ve also load tested it with an adjustable usb load tester and it matches all the specs as advertised. It seems like they probably use the same controller as the Anker 3 port charger, but would need to see the teardowns. Otherwise, I’ll continue to recommend it.",joecool1029,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,I love the summary at the top. Cool thing to have.,Y444,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"How or why does a candy company decide to electronics? That's the mystery I need an answer to. What's next, Durex pizzas?",arp242,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,I'm curious how the cost of performing these CT scans compared to the profit reaped by Haribo while the batteries were selling.,frumiousirc,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"I’ve seen airline training videos about in flight battery fires. But I’ve never considered the risk of ear buds catching on fire. Normally, you should feel them heating up before they catch but they might just blow, that would be very sore. Also if you’re sleeping with buds in you could end up with a fire before you woke up.",asimpleusecase,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"The thought of a runaway thermal reaction in a cell that’s sitting in your ear, albeit a small one, is pretty sobering.",urbandw311er,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"I would avoid anything exceed 100 watt-hours (which this does) as you can't fly with it. I do a lot of backocuntry bike trips so flying isn't the primary concern, but I'm not going to own multiples. Anker and other reputable brands tend to design around these type of use-cases which helps.",skeeter2020,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,Pouch cells is interesting - I would've expected cylindrical cells in all but the smallest of battery banks. The lack of heavy steel casings might explain the high gravimetric density which was attractive to hikers.,daemonologist,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"This is a shame, really. I got a few of these power packs and they have a nice design. I'd be happy to pay 2-3x as much and not have my house at risk of burning down.",D13Fd,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"not sure what is more interesting, the detailed information on lithium battery construction, or how they got a CT(cat) scanner, or the idea of having an industrial 
cat scanner around.
 those batteries were bizarely cheap and there was prior suggestion that these(others) were
actualy fake with empty space or filler, which isn't the case, and all in all they just need to up the precision of there automated processes.
nice piece of journalism.",metalman,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,Gummy bears?,mberger,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"This reminds me of when pvs-studio would post every single analysis they would make of popular C++ projects. It was a fun novelty back in the day. Just like these scans, which now are boring and overplayed.",baiwl,0
What's Hiding Inside Haribo's Power Bank and Headphones?,https://news.ycombinator.com/item?id=46071317,"Has anyone reported issues with this battery, from what I've seen online everyone has been happy with its performance. Maybe the uneveness called out by the article is not enough to matter. Not following the industry standard is not necessarily the tipping point of everything going wrong.",charcircuit,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,The binaural recordings are more than a little spooky. Even knowing before hand that they were going to play the sound of someone knocking on doors I had to fight the temptation to turn and look at sho was knocking on the desk next to me.,fr0sty,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"This reminded me of this (somewhat related) article about the science behind audio quality, signals and all the myths surrounding it. Very recommended. <a href=""http://people.xiph.org/~xiphmont/demo/neil-young.html"" rel=""nofollow"">http:&#x2F;&#x2F;people.xiph.org&#x2F;~xiphmont&#x2F;demo&#x2F;neil-young.html</a>",gabzuka,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"Still checking out the post but to anyone looking at getting a nice set of headphones, the Sennheiser 600s (mentioned in the post) can be picked up (especially used or open box) much cheaper than $500. I'd actually recommend going ahead and looking at the 650s which run $350 and under on eBay or directly from Senn during a sale. Gotta be able to have open backed headphones though, they leak a lot.",atwebb,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"In the heyday of car audio, there were test CDs that had similar material - tracks to compare left&#x2F;right, phasing, soundstage, frequency response, and so on.  They're still available from Crutchfield - look for ""AutoSound 2000"". While geared for car audio (tight control over listener position, questionable speaker placement and acoustics), they're also good for home systems, and somewhat good for headphone&#x2F;earphone selection.  You want disc 2 for basic setup, and disc 1 if you plan on ",chiph,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"But these are mp3s, they're 44,1 kHz VBRs. How is this supposed to be accurate?
Shouldn't these files be PCM .wav or at least .FLAC?",rtk7,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,The door knocking sound is absolutely phenomenal in a sense that my brain has never been tricked like this by such a simple sound  into thinking that it wasn't from my headphones but from the surrounding area.,petarb,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"Great idea, but it's not just evaluating your headphones, but also your DAC, amplifier (both of which are typically crap in most computers), and your own hearing limits. [EDIT]: Headphone tone and response also changes over time - what sounds ideal at 0 hours will sound very different after 100 hours of break-in and use. Would help if there was a note about this on the site, and recommendations for basic steps you can take to correct for these. I'm spoiled - headphone.com is based out of my home",falcolas,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"I almost got a heart attack listening to the 'Binaural Test', I have a v-moda crossfade m-100 and it's so incredibly realistic. It's even freaky when I know that it's just an audio file playing.",jgeerts,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"A real sleeper in headphone market is the $33 Philips SHL9705A-28.  They are as comfortable as anything on-ear that I have listened to and better sounding than most of the high-end devices.  They put the ATH-M50 to shame.  The AKG-K702, not so much.  I like their sound better than either the Senn HD598 or HD650 to which they are very similar.  I listen to and objectively measure and test 'phones for a living. Aw shucks.  I see they are discontinued (some left on Amazon though.)  That's the probl",DonGateley,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"Can anybody tell me why not all music or audio is recorded binaurally? Because it sounds incredibly realistic, I really do not understand why this is not used at all, not even released together with normal releases. Or at the movies or something. This is the first time in years I even see it mentioned and people sound all surprised and somewhat freaked out. It's not new technology or something, as far as I know anyway. My father happens to be an audiophile so that's why I happen to know, but it ",lucb1e,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"The article mentions headphones priced from 500, 400, 300 and 40 USD. Anybody got any recommendations for something around 100-120 USD? I Currently have the Audio Technica ATH PRO5 MS and looking to upgrade. And I just saw aroch's link <a href=""https://news.ycombinator.com/item?id=7685820"" rel=""nofollow"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=7685820</a>",cantgethenode,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"I've had a set of Sol Republic Tracks HD's (<a href=""http://www.solrepublic.com/"" rel=""nofollow"">http:&#x2F;&#x2F;www.solrepublic.com&#x2F;</a>) for a bit now, and absolutely love them. Their sound quality is amazing, especially lows.",nodesocket,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"What's a nice pair of wireless headphones that are rechargable? I'm not interested a $500+ pair, but something a bit more mid-range. I'm tired of tangled wires and my imac sort of spoiled me in that regard.",sergiotapia,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"I discovered that I have a ton of internal noise in the 17kHz to 22kHz range, so I cannot even hear those tones because they do not exceed the noise tones I apparently am hearing all the time.",bdamm,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"I'd like to do some audio tests &#x2F; checks on some normal home theater speakers ... no headphones involved. Any reason not to use these, or are there better sample&#x2F;reference files for that ?",rsync,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,"You know what's funny?  After the left-right tests, I realized that I'd been wearing my headset wrong the whole time I owned them...  @@",PakG1,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,Happy to see Beyerdynamic finally getting some much needed love.,parkaboy,0
Headphones and Earphones Benchmarking Test Files,https://news.ycombinator.com/item?id=7685327,can anyone here comment on the S-Logic tech in Ultrasone headphones?,sizzle,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"I find myself guilty of deep-diving into headfi-territory audiophilia once in a while, this time it got to me as well and I started thinking how neat it'd be to finally do it and get some high-end replacement for my 250 ohm dt990 pro cans, and I've heard both the hifman arya and sennheiser hd800s and know they are quite a lot better.. but THEN comes the amp question... and the rabbithole deepens.. and then the DAC and in the end I give up, every time.. this time too! I've also heard the o2 amp, ",dusted,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"For context, the NwAvGuy O2 amp[0] design is pretty famous now. The dude even lays it down right there[1] in the comments of the linked article. And then soon after that iirc he just disappears? [0]: <a href=""https:&#x2F;&#x2F;nwavguy.blogspot.com&#x2F;2011&#x2F;07&#x2F;o2-headphone-amp.html"" rel=""nofollow"">https:&#x2F;&#x2F;nwavguy.blogspot.com&#x2F;2011&#x2F;07&#x2F;o2-headphone-amp.html</a>
[1]: <a href=""https:&#x2F;&#x2F;nwavguy.blogspot.com&#x2F;2011&#x2F;02&#x2F;headphone-amp-impedance.htm",boomskats,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,This whole blog is a treasure for new EEs.  The great mystery is that the author disappeared while working on a DAC revision but has kept their site running for over a decade.,willis936,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"this is great, i've been reading a lot about headphone impedance this week, but from the perspective of 'i want to use 3.5mm jacks for super simple data communications and power for small devices, so how do i keep from burning out headphones if someone accidentally plugs them in' (also it turns out that these jacks briefly short-circuit as you plug and unplug them) because 'super simple' excludes power negotiation schemes like usb-c, whatever power i deliver to small devices is also available if",kragen,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"I'm very skeptic of that 1&#x2F;8th rule. Usually output impedance should be as low as possible, so that the resistance added by the cable becomes negligible in comparison, and its intrinsic capacitance won't turn it into a low pass filter. Unless I'm missing something, at least in audio, amplifiers with lower output impedance are always better than those with higher output impedance.",squarefoot,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"This is also why cheap resistive 3.5mm ""volume knobs"" sound like shit; they produce a high source impedance (as seen by the headphones), which causes frequency-dependent amplitude (and phase?) shifts of output sound (even before the potentiometer starts failing, causing the sound to crackle). A few years ago, I've built attenuators out of voltage dividers (using around 2-20 ohm resistors). Unfortunately at any given attenuation factor, there's a limit to how high of an impedance you can expose t",nyanpasu64,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,Q. What is the impedance of a bluetooth headphone? A. 32-100 ms depending on model. (This is a joke.),logicallee,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,Honestly I don’t know what reasonable headphone output today has these high output impedances. They’re all class D amplifiers with quite low impedance directly to the power supply. This 1&#x2F;8th rule is kind of pointless… you just specify output voltage drive at various loads and measure frequency response. Most do this very well. No need to faff about with damping of responses.,Kirby64,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"This business of damping or lack thereof, is really just a frequency response change. The concern with the resonance of the speaker is overblown. When you boost a frequency range electronically with an equalizer, that is also resonance (electronic rather than mechanical). Instead of your speaker ringing for a couple of cycles, the circuit is doing it.",kazinator,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,Why don't sources try to measure the frequency response of the driver + cable + headphone circuit and apply a digital prefiltering step to compensate these distortions?,screcth,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"Interesting. Does the 1&#x2F;8th rule apply to matching amplifiers with speakers as well, say for car audio?",lelanthran,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,[dead],Croline79,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,[dead],Freedomboy,0
Headphone and Amp Impedance (2011),https://news.ycombinator.com/item?id=39412198,"What I want is an electrical equivalent circuit, that models not only the ohmic losses but also the reactance and the output power. For different kinds of headphones and speakers. And then a way to tune the parameters in that model to an actual device.",amelius,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"> We could brute force the 4 Bytes. Without any further assumption, this would be 255**4 possibilities, which is way to many. The author comes up with a much simpler attack in the end, but a 2^32 bruteforce would also have been perfectly doable, taking ~seconds with optimized code on modern hardware.",Retr0id,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"It looks like this is a German product but the name in English is a meme. Making these play Shadilay would be top kek! After the connection, the files were gone and I was kinda puzzled, until I found the following code in the application [...] They seem to set the hidden Attribute on the first connect, so the files are not easily discovered. I'm surprised that people still leave that setting at the horrible default. Unhiding hidden files and file extensions is one of the first things I do to any",userbinator,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"Awesome article. Just wondering, how can a hardware company voluntarily submit their device for reverse engineering and dismantling as a show of good faith? Given the right circumstances this is basically a free security audit and marketing for the company.",zkirill,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"This is pretty interesting to me for two reasons. First, I just came back from Germany where I've seen that thing in a shop. Didn't have much time to investigate due to the kids, but guessed that it's just NFC chips with data on the headphores. Second, I've been thinking about building a simple MP3-player for my kids for quite a while now, and (minus the obfuscation there) that's not far from what I've been thinking about doing.",finaard,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"Ugh: <pre><code>  ... the application tries not only uploading the ID3 Tags, but also geolocation data,
  which is most likely gathered from Wi-Fi triangulation from windows itself.
</code></pre>
That's likely breaking some EU GDPR rules, at the very least. Doesn't seem like that'd be an accidental thing?",justinclift,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"The beginning of the article says the device ""work without any internet connection and all of the content already on the headphones itself"", then the device needs a Windows application downloads content from the Internet. I am a bit frustrated as isn't this just an MP3 player playing from SD card but put inside a headphone? Doesn't sound like an invention at all.",yftsui,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"I love when people do this!
Now we only need alternative software and the hardware is finally purchasable! Would be cooler if the hardware was more OS before but I take what I can get…",augunrik,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"What a wonderful article. I love step by step reverse engineering break downs. I did not expect to read about tracking in such a seemingly self-contained product. Paranoia level successfully raised. Never trust their silly ""terms"" and ""policies"" documents, they can change without your knowledge and the company will gaslight you about it. Never trust their proprietary software, reverse engineer it and implement a free software replacement.",matheusmoreira,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"Great work, thanks for taking the time to write it up",msephton,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,Excellent work and interesting read.,throwaway48476,0
Reverse engineering and dismantling Kekz headphones,https://news.ycombinator.com/item?id=41738552,"Ouch, open Cosmos DB with geolocation logs publicly accessible...",taldo,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"I run into a similar problem. I have a power-hungry GPU (3080) and CPU (9800X3D). All my audio equipment was on the same UPS (and therefore outlet) as my gaming PC. The result is that any time a particularly stressful game would be open, I'd get buzzing in the speakers. (Especially if the framerate was at 360) If you ask audiophiles online they will swear up and down that a cheater plug, balanced cables, or optical isolation will fix it - that will not fix it. It's not a ground problem. It's not",Night_Thastus,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"I remember 15+ years ago reading about certain laptops (Dell?) that you could 'hear' scrolling on websites, somehow the video chip was interfering with the sound chips. I had one at the time it was pretty weird.",bluedino,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"> A picking texture is a very simple idea. As the name says, it’s used to handle picking in the game, when you click somewhere on the screen (e.g. to select an unit), I use this texture to know what you clicked on. Instead of colors, every object instance writes their EntityID to this texture. Then, when you click the mouse, you check what id is in the pixel under the mouse position. Unrelated, but why? Querying a point in a basic quad tree takes microseconds, is there any benefit to overenginee",diath,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"It's funny that apparently ""high performance"" DAC doesn't handle the common issue every single USB audio device have to worry about - noisy power. From the vendor page (on MODI 5, no idea which one author has). > SPECS THAT MATTER > Distortion: inaudible; 100-1000x lower than any transducer (speaker or headphone) you're using
> Noise: inaudible; far below a typical headphone or speaker amp",PunchyHamster,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"The source is electrical noise, but the solution of isolating the audio chain from the computer's USB means that in the future you might not notice when you've introduced another GPU memory bandwidth hog into your rendering loop. Good story, though.",kevindamm,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"I've been using optical connections for audio on my gaming PCs for decades now, exactly for this reason. Though wireless headphones will work just as well these days. Too many game developers mess this up (e.g. by having no frame limiter in the game menu) and many of them never fix these kinds of issues. Thanks for caring and fixing this in your game!",klamann,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"I hit a similar issue on my MacBook Pro. Whenever I watched YouTube or streamed Spotify while playing a game, the audio broke into little ""clipping chirps"" and static. For me the culprit was Game Mode. I still don't really know what it does, but disabling it fixed everything. None of my games come close to stressing the CPU, yet Game Mode was throttling anything that wasn't the game. It was also on by default, which felt like a design miss. For MacOS, a better approach would be to check what's h",dbg31415,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"25 years ago my 3.5mm jack headphones would buzz whenever I moved the mouse... Bzzzzzzzzz,tk, tk, tk ,tk, bzzzzzzz, tk, tk, tk, tk, tk....",lnx01,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,Not at all surprised to see that it's a Schiit DAC causing this problem,LM358,0
Why are my headphones buzzing whenever I run my game?,https://news.ycombinator.com/item?id=46135627,"Great write-up. This is basically spam but I want to specifically thank the author for pointing out their solution, because it's directly applicable to one of my own projects and I'm going to do it tonight! > There’s no need to download the whole texture each frame, just the part of the picking texture that’s under the mouse. So I implemented that and it worked and buzzing is gone. As a bonus, now it’s also not visible at all on the GPU trace.",kg,0
